loan_status,recoveries,total_pymnt,total_rec_int,total_rec_late_fee,total_rec_prncp,loan_amnt,term,int_rate,sub_grade,installment,issue_d,annual_inc,emp_length,emp_title,dti,verification_status,purpose,home_ownership,addr_state,zip_code,avg_cur_bal,delinq_2yrs,delinq_amnt,earliest_cr_line,inq_last_6mths,open_acc,open_il_12m,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_90g_dpd_24m,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,revol_bal_joint,annual_inc_joint,dti_joint,verification_status_joint,dti_joint,loan_id
Fully Paid,0.0,18082.2999548802,3082.3,0.0,15000.0,15000.0, 60 months,  8.39%,B1,306.96,Apr-2016,170000.0,5 years,Senior Project Manager,2.17,Not Verified,debt_consolidation,RENT,NJ,088xx,11021.0,1.0,0.0,Aug-1995,0.0,6.0,0.0,2.0,3.0,4.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,1890.0,19.3%,0.0,55105.0,60638.0,14.0,55105.0,9800.0,,,,,,86227
Charged Off,751.49,6339.0,882.71,0.0,4704.8,6500.0, 36 months,  9.16%,B2,207.19,Apr-2016,46000.0,4 years,Office Manager,18.94,Source Verified,debt_consolidation,MORTGAGE,MI,493xx,11426.0,0.0,0.0,Aug-1995,0.0,10.0,2.0,0.0,6.0,10.0,37.0,7.0,11.0,0.0,66.7,1.0,1.0,4745.0,56.5%,0.0,114262.0,125704.0,49.0,114262.0,6400.0,,,,,,61475
Charged Off,412.99,2818.82,497.78,0.0,1908.05,5000.0, 36 months,  9.75%,B3,160.75,Apr-2016,36000.0,9 years,Account Manager,25.3,Source Verified,credit_card,OWN,TX,774xx,3419.0,0.0,0.0,May-2004,0.0,7.0,1.0,0.0,2.0,8.0,9.0,6.0,13.0,0.0,50.0,1.0,1.0,13953.0,49.7%,0.0,23931.0,43100.0,24.0,23931.0,26600.0,,,,,,61476
Charged Off,3952.0,11525.82,3435.75,15.09,4122.98,12600.0, 60 months, 15.31%,C5,301.81,Apr-2016,56243.0,2 years,Payroll Specialist,26.38,Not Verified,debt_consolidation,RENT,AZ,853xx,4189.0,0.0,0.0,Feb-1999,0.0,14.0,2.0,0.0,5.0,8.0,5.0,12.0,14.0,0.0,0.0,0.0,0.0,11917.0,31.5%,0.0,58640.0,87321.0,19.0,58640.0,26800.0,,,,,,61482
Charged Off,513.72,5018.4,1012.06,0.0,3492.62,7200.0, 36 months, 11.47%,B5,237.33,Apr-2016,50000.0,2 years,Leasing Agent,27.72,Not Verified,debt_consolidation,RENT,CA,941xx,6559.0,0.0,0.0,Oct-2001,0.0,14.0,1.0,0.0,5.0,9.0,34.0,5.0,11.0,0.0,100.0,0.0,0.0,20971.0,97.1%,0.0,91825.0,100516.0,45.0,91825.0,21600.0,,,,,,61497
Charged Off,1053.88,4866.67,801.8,0.0,3010.99,12000.0, 36 months,  9.16%,B2,382.5,Apr-2016,40000.0,6 years,Manager,20.46,Source Verified,debt_consolidation,RENT,CA,921xx,1686.0,0.0,0.0,Mar-2004,1.0,9.0,0.0,0.0,5.0,9.0,3.0,8.0,12.0,0.0,40.0,0.0,0.0,11267.0,59.3%,0.0,15170.0,28000.0,16.0,15170.0,11900.0,,,,,,61508
Fully Paid,0.0,8579.1291114306,2404.13,0.0,6175.0,6175.0, 36 months, 23.32%,E3,240.07,Apr-2016,40000.0,3 years,Materials Manager,34.62,Verified,debt_consolidation,MORTGAGE,NC,285xx,17699.0,0.0,0.0,Jun-2005,2.0,9.0,0.0,0.0,1.0,2.0,5.0,6.0,7.0,0.0,100.0,0.0,0.0,20791.0,74.3%,0.0,159291.0,185000.0,13.0,32613.0,9000.0,,50000.0,30.7,Not Verified,30.7,58628
Charged Off,0.0,12990.42,4281.06,0.0,8709.36,15000.0, 60 months, 11.99%,C1,333.6,Apr-2016,58000.0,10+ years,Assistant,18.54,Source Verified,credit_card,RENT,MA,021xx,1896.0,0.0,0.0,May-2003,0.0,18.0,0.0,1.0,4.0,9.0,3.0,16.0,21.0,0.0,25.0,1.0,0.0,12983.0,32.1%,1.0,34136.0,68661.0,24.0,34136.0,16800.0,,,,,,61514
Charged Off,0.0,6902.9,1670.79,0.0,5232.11,15000.0, 36 months, 11.47%,B5,494.43,Apr-2016,75000.0,9 years,CCP/HUSC,26.98,Not Verified,debt_consolidation,RENT,CA,921xx,6271.0,0.0,0.0,May-1997,0.0,10.0,1.0,0.0,2.0,4.0,4.0,8.0,12.0,0.0,33.3,0.0,0.0,22065.0,54.1%,0.0,62713.0,87656.0,16.0,62713.0,9000.0,,,,,,61516
Charged Off,0.0,24501.59,11869.62,0.0,12631.97,29975.0, 60 months, 18.25%,D3,765.26,Apr-2016,108000.0,10+ years,Fios Technician,16.82,Source Verified,debt_consolidation,MORTGAGE,WV,254xx,13085.0,0.0,0.0,Sep-2005,0.0,20.0,0.0,0.0,9.0,10.0,4.0,17.0,21.0,0.0,88.9,0.0,0.0,24990.0,85%,0.0,261699.0,309044.0,26.0,42940.0,11900.0,,,,,,61528
Fully Paid,0.0,15045.57,45.57,0.0,15000.0,15000.0, 60 months, 13.67%,C3,346.47,Apr-2016,90000.0,,,10.53,Not Verified,home_improvement,OWN,NY,115xx,34311.0,1.0,0.0,May-1989,0.0,9.0,1.0,1.0,4.0,4.0,5.0,6.0,7.0,0.0,50.0,2.0,0.0,9208.0,61.8%,2.0,308801.0,371857.0,15.0,39535.0,11600.0,,,,,,69969
Charged Off,6047.84,37395.1,16393.93,42.65,14910.68,32200.0, 60 months, 19.99%,D5,852.93,Apr-2016,70000.0,10+ years,Sales Manager,26.47,Verified,debt_consolidation,RENT,HI,967xx,11527.0,0.0,0.0,Nov-1987,0.0,13.0,1.0,0.0,7.0,8.0,6.0,9.0,9.0,0.0,100.0,0.0,0.0,42107.0,97%,0.0,138327.0,137258.0,15.0,138327.0,42200.0,,,,,,61543
Charged Off,1289.86,22923.77,8834.12,0.0,12799.79,21600.0, 60 months, 16.29%,D1,528.61,Apr-2016,65000.0,3 years,General Manager,30.11,Not Verified,major_purchase,RENT,GA,305xx,8339.0,0.0,0.0,Nov-2000,0.0,9.0,1.0,2.0,4.0,6.0,16.0,5.0,11.0,0.0,75.0,0.0,0.0,10152.0,50.3%,0.0,75048.0,99460.0,32.0,75048.0,12800.0,,,,,,61570
Charged Off,0.0,9163.95,2242.84,0.0,6921.11,23375.0, 36 months, 11.47%,B5,770.49,Apr-2016,62000.0,6 years,Field Operations Manager,25.2,Source Verified,debt_consolidation,MORTGAGE,MD,211xx,24009.0,0.0,0.0,Sep-1998,1.0,9.0,0.0,0.0,2.0,7.0,3.0,6.0,14.0,0.0,100.0,0.0,0.0,12218.0,70.2%,0.0,168066.0,204044.0,18.0,25632.0,12000.0,,,,,,61581
Charged Off,8664.0,21570.53,6103.36,28.74,6774.43,24000.0, 60 months, 15.31%,C5,574.88,Apr-2016,65471.0,10+ years,Detective ,21.17,Not Verified,credit_card,MORTGAGE,WV,254xx,22430.0,1.0,0.0,Dec-2001,1.0,9.0,0.0,0.0,4.0,6.0,5.0,6.0,8.0,0.0,75.0,0.0,0.0,45756.0,80.8%,0.0,201868.0,261548.0,17.0,60697.0,24000.0,,,,,,61583
Charged Off,0.0,8968.09,2907.47,0.0,6060.62,11200.0, 60 months, 13.67%,C3,258.7,Apr-2016,50000.0,9 years,SERVER,17.57,Not Verified,home_improvement,MORTGAGE,FL,328xx,10447.0,1.0,0.0,Jun-2006,1.0,13.0,0.0,2.0,4.0,10.0,6.0,11.0,20.0,0.0,60.0,0.0,0.0,11140.0,54.9%,0.0,135805.0,155113.0,27.0,15275.0,12200.0,,,,,,61589
Charged Off,4417.85,14465.25,1544.46,0.0,8502.94,18000.0, 36 months,  7.39%,A4,559.01,Apr-2016,80000.0,5 years,Project Manager,22.37,Not Verified,debt_consolidation,MORTGAGE,MA,025xx,19118.0,1.0,0.0,Jun-1994,0.0,16.0,1.0,0.0,5.0,10.0,13.0,12.0,26.0,1.0,60.0,0.0,0.0,19827.0,48%,0.0,305892.0,366302.0,41.0,48951.0,19000.0,,,,,,61391
Charged Off,0.0,5707.29,2547.52,0.0,3159.77,15475.0, 60 months, 13.67%,C3,357.44,Apr-2016,150000.0,3 years,Clinical Diabetes Sales Specialist,22.53,Not Verified,debt_consolidation,OWN,TX,782xx,75339.0,0.0,0.0,Jan-1996,1.0,13.0,1.0,0.0,5.0,10.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,26107.0,30.7%,0.0,904064.0,1052310.0,31.0,116716.0,75100.0,,,,,,60714
Charged Off,0.0,4343.51,923.95,0.0,3419.56,6000.0, 36 months, 11.47%,B5,197.78,Apr-2016,65000.0,2 years,Systems Analyst ,11.85,Source Verified,credit_card,RENT,CA,913xx,3601.0,0.0,0.0,Aug-2008,0.0,6.0,1.0,1.0,3.0,5.0,3.0,4.0,6.0,0.0,100.0,0.0,0.0,5128.0,40.1%,0.0,21608.0,31547.0,10.0,21608.0,5600.0,,,,,,60698
Charged Off,2016.0,3665.55,640.48,0.0,1009.07,5675.0, 36 months, 18.25%,D3,205.88,Apr-2016,33000.0,8 years,case manager,25.67,Source Verified,debt_consolidation,MORTGAGE,AZ,855xx,12024.0,0.0,0.0,Jul-2010,0.0,10.0,0.0,0.0,2.0,2.0,1.0,8.0,10.0,0.0,100.0,0.0,0.0,6516.0,29.1%,0.0,108218.0,140459.0,13.0,18605.0,4400.0,,,,,,60694
Charged Off,572.38,17391.06,3684.21,0.0,13134.47,22000.0, 36 months, 11.99%,C1,730.61,Apr-2016,95000.0,3 years,Senior Auditor,13.55,Source Verified,other,RENT,FL,331xx,6178.0,0.0,0.0,Aug-2010,1.0,6.0,0.0,0.0,5.0,5.0,1.0,5.0,6.0,0.0,80.0,0.0,0.0,22696.0,96.2%,0.0,37065.0,56877.0,7.0,37065.0,23600.0,,,,,,59808
Charged Off,0.0,7756.22,2114.69,45.0,5596.53,15000.0, 36 months, 13.67%,C3,510.27,Apr-2016,45000.0,3 years,Frame shop mgr,30.27,Source Verified,debt_consolidation,MORTGAGE,NC,273xx,19174.0,0.0,0.0,Mar-2004,1.0,9.0,1.0,2.0,2.0,4.0,6.0,5.0,7.0,0.0,0.0,1.0,0.0,4426.0,59.8%,0.0,172566.0,193659.0,17.0,32013.0,5300.0,,,,,,59814
Charged Off,3447.74,15928.15,4222.82,0.0,8257.59,23250.0, 36 months, 17.27%,D2,832.06,Apr-2016,101000.0,10+ years,CSM,18.39,Not Verified,debt_consolidation,RENT,MD,208xx,1868.0,0.0,0.0,Apr-2007,0.0,29.0,1.0,0.0,9.0,14.0,5.0,27.0,34.0,0.0,33.3,0.0,0.0,19377.0,51%,0.0,50444.0,75827.0,39.0,50444.0,18300.0,,,,,,59815
Charged Off,553.88,1786.41,251.66,0.0,980.87,6550.0, 36 months,  8.39%,B1,206.44,Apr-2016,81000.0,10+ years,Admissions Director,27.76,Not Verified,home_improvement,MORTGAGE,NY,107xx,26846.0,1.0,0.0,Nov-1991,0.0,17.0,1.0,0.0,3.0,5.0,6.0,13.0,18.0,0.0,66.7,0.0,0.0,15059.0,41.9%,0.0,429538.0,495679.0,27.0,56890.0,15600.0,,,,,,59820
Charged Off,7720.0,14995.98,2368.32,0.0,4907.66,21000.0, 36 months, 15.31%,C5,731.17,Apr-2016,110000.0,4 years,Sr Systems Engineer,16.7,Verified,debt_consolidation,RENT,WA,980xx,5823.0,0.0,0.0,Feb-2003,0.0,9.0,0.0,0.0,5.0,7.0,6.0,7.0,9.0,0.0,80.0,1.0,1.0,17389.0,82%,0.0,52409.0,71225.0,15.0,52409.0,16500.0,,,,,,59822
Charged Off,392.66,4620.81,1391.91,0.0,2836.24,9250.0, 36 months, 16.29%,D1,326.53,Apr-2016,30000.0,< 1 year,Alarm Tech,24.2,Source Verified,credit_card,RENT,FL,331xx,2675.0,0.0,0.0,May-2010,1.0,9.0,1.0,0.0,3.0,3.0,4.0,6.0,6.0,0.0,66.7,0.0,0.0,3237.0,58.9%,0.0,24079.0,27538.0,10.0,24079.0,3300.0,,,,,,59826
Charged Off,444.14,4688.64,642.95,15.0,3586.55,9000.0, 36 months,  7.39%,A4,279.51,Apr-2016,41000.0,10+ years,Third party reconciliation,3.6,Not Verified,credit_card,RENT,NJ,073xx,3524.0,0.0,0.0,Mar-2011,0.0,10.0,0.0,0.0,2.0,2.0,9.0,2.0,2.0,0.0,50.0,0.0,0.0,5930.0,74.1%,0.0,35236.0,37306.0,11.0,35236.0,8000.0,,,,,,59844
Charged Off,644.01,9960.29,4182.08,0.0,5134.2,15000.0, 60 months, 15.31%,C5,359.3,Apr-2016,63000.0,8 years,Office Manager,18.34,Verified,debt_consolidation,MORTGAGE,MO,641xx,9656.0,0.0,0.0,Oct-2006,0.0,14.0,0.0,0.0,4.0,4.0,6.0,12.0,13.0,0.0,75.0,0.0,0.0,13678.0,57.5%,0.0,135189.0,164267.0,21.0,30965.0,6300.0,,,,,,59845
Charged Off,515.17,38007.02,7301.76,232.48,29957.61,35000.0, 36 months, 11.99%,C1,1162.34,Apr-2016,96100.0,1 year,Senior Technical Recruiter,16.5,Source Verified,other,MORTGAGE,MD,210xx,40733.0,1.0,0.0,Nov-1995,0.0,10.0,3.0,0.0,4.0,14.0,9.0,6.0,17.0,0.0,0.0,0.0,0.0,3970.0,5.1%,0.0,407327.0,505250.0,29.0,127466.0,77800.0,,,,,,59850
Charged Off,2470.0,4400.78,620.38,0.0,1310.4,7100.0, 36 months, 15.31%,C5,247.21,Apr-2016,49500.0,2 years,parts technician,19.27,Source Verified,debt_consolidation,RENT,PA,180xx,3038.0,0.0,0.0,Jun-2000,0.0,7.0,1.0,1.0,4.0,6.0,8.0,5.0,7.0,0.0,100.0,0.0,0.0,2957.0,77.8%,0.0,21263.0,41356.0,15.0,21263.0,3100.0,,,,,,59864
Charged Off,704.0,4964.65,1112.7,30.0,3117.95,4800.0, 36 months, 16.29%,D1,169.45,Apr-2016,87258.0,10+ years,Senior Secure Institiutional Manager,20.46,Source Verified,other,RENT,TX,797xx,4860.0,0.0,0.0,Aug-1991,2.0,11.0,1.0,0.0,6.0,6.0,8.0,10.0,19.0,0.0,66.7,0.0,0.0,27858.0,67.7%,0.0,53462.0,66106.0,29.0,53462.0,24900.0,,,,,,59865
Charged Off,931.18,7058.15,1462.81,15.0,4649.16,7500.0, 36 months, 13.67%,C3,255.14,Apr-2016,151300.0,5 years,Director of Specialty Nursing,27.65,Source Verified,credit_card,MORTGAGE,HI,968xx,13873.0,0.0,0.0,Jan-1984,1.0,27.0,4.0,0.0,7.0,18.0,19.0,18.0,40.0,0.0,44.4,0.0,0.0,31141.0,56.5%,0.0,360691.0,448300.0,62.0,161509.0,23600.0,,,,,,59869
Charged Off,1656.16,4723.39,1006.51,0.0,2060.72,18000.0, 36 months, 14.46%,C4,619.23,Apr-2016,180000.0,3 years,Business Development Execuive,5.85,Verified,debt_consolidation,RENT,CO,801xx,27856.0,0.0,0.0,Jun-1997,1.0,6.0,0.0,0.0,2.0,4.0,6.0,2.0,4.0,0.0,50.0,0.0,0.0,10237.0,89%,0.0,139278.0,128203.0,10.0,139278.0,11500.0,,,,,,59804
Charged Off,0.0,1058.35,260.64,0.0,797.71,1000.0, 36 months, 16.29%,D1,35.31,Apr-2016,108976.0,2 years,IT,14.52,Source Verified,home_improvement,MORTGAGE,MD,217xx,4323.0,0.0,0.0,May-2004,1.0,16.0,1.0,0.0,3.0,7.0,19.0,7.0,12.0,0.0,66.7,0.0,0.0,24044.0,81%,0.0,69172.0,80032.0,31.0,69172.0,22600.0,,,,,,59884
Charged Off,6696.0,12496.43,2488.21,0.0,3312.22,16000.0, 60 months, 12.99%,C2,363.97,Apr-2016,84000.0,10+ years,Receiving manager,17.91,Verified,credit_card,MORTGAGE,CA,936xx,4163.0,0.0,0.0,Mar-2004,2.0,11.0,4.0,0.0,2.0,4.0,22.0,8.0,14.0,0.0,50.0,0.0,0.0,10100.0,46.8%,0.0,45798.0,60957.0,37.0,45798.0,8300.0,,,,,,59895
Charged Off,3427.5,21489.92,4580.74,37.42,13444.26,22000.0, 36 months, 13.67%,C3,748.39,Apr-2016,160300.0,10+ years,Management and Program Analyst,15.79,Not Verified,debt_consolidation,MORTGAGE,MD,207xx,42391.0,0.0,0.0,Feb-1995,0.0,20.0,3.0,1.0,3.0,10.0,21.0,7.0,26.0,0.0,0.0,0.0,0.0,13290.0,80.5%,0.0,847814.0,903318.0,53.0,257866.0,7200.0,,,,,,59901
Charged Off,5116.0,10550.25,1279.56,0.0,4154.69,13925.0, 36 months, 10.75%,B4,454.24,Apr-2016,63000.0,10+ years,Account Manager,19.9,Verified,debt_consolidation,RENT,CA,926xx,48934.0,1.0,0.0,Oct-1996,1.0,9.0,1.0,6.0,3.0,5.0,27.0,5.0,10.0,0.0,0.0,0.0,0.0,7997.0,54.4%,0.0,440408.0,451511.0,39.0,130833.0,13600.0,,,,,,59908
Charged Off,0.0,9446.58,2376.42,0.0,7070.16,14000.0, 36 months, 13.67%,C3,476.25,Apr-2016,110000.0,3 years,Senior Penetration Tester,13.71,Verified,credit_card,RENT,CO,802xx,4166.0,0.0,0.0,Sep-2012,0.0,13.0,1.0,0.0,7.0,7.0,5.0,10.0,10.0,0.0,71.4,0.0,0.0,12544.0,60%,0.0,54163.0,68182.0,15.0,54163.0,17200.0,,,,,,59924
Charged Off,224.88,1248.9,412.43,0.0,611.59,4000.0, 36 months, 18.99%,D4,146.61,Apr-2016,37000.0,2 years,Customer Service Representative,24.55,Source Verified,debt_consolidation,RENT,GA,300xx,3752.0,0.0,0.0,Nov-2011,0.0,9.0,1.0,0.0,2.0,3.0,1.0,8.0,10.0,0.0,100.0,0.0,0.0,3871.0,45%,0.0,30018.0,36629.0,11.0,30018.0,3100.0,,,,,,59926
Charged Off,12973.0,26136.72,7300.03,0.0,5863.69,30000.0, 60 months, 18.99%,D4,778.06,Apr-2016,70000.0,10+ years,Special Programs Coordinator,39.96,Verified,debt_consolidation,MORTGAGE,AR,716xx,14244.0,3.0,0.0,Apr-2002,1.0,17.0,3.0,0.0,3.0,6.0,36.0,9.0,11.0,0.0,0.0,1.0,1.0,7040.0,40.7%,0.0,227903.0,270766.0,48.0,168703.0,8400.0,,,,,,59941
Charged Off,0.0,16423.12,6519.49,0.0,9903.63,20000.0, 60 months, 14.46%,C4,470.15,Apr-2016,47300.0,10+ years,Associate Director,28.47,Verified,debt_consolidation,RENT,MD,210xx,1321.0,0.0,0.0,Jun-2006,2.0,21.0,1.0,0.0,6.0,16.0,10.0,18.0,25.0,0.0,0.0,0.0,0.0,10395.0,35.2%,0.0,27744.0,54483.0,35.0,27744.0,9800.0,,,,,,59944
Charged Off,8515.79,12379.67,1382.49,0.0,2481.39,18400.0, 36 months, 16.29%,D1,649.53,Apr-2016,40000.0,10+ years,Stocke Click and Houseman and shuttle Dr,26.82,Source Verified,debt_consolidation,RENT,NJ,075xx,2218.0,0.0,0.0,Jun-2002,0.0,16.0,0.0,0.0,4.0,20.0,11.0,15.0,30.0,0.0,20.0,0.0,0.0,21533.0,37.3%,0.0,35480.0,85700.0,41.0,35480.0,48000.0,,,,,,59949
Charged Off,0.0,1291.7,407.9,0.0,883.8,9600.0, 36 months, 13.67%,C3,326.57,Apr-2016,28000.0,1 year,Receptionist ,32.96,Source Verified,other,RENT,CO,807xx,4045.0,0.0,0.0,Feb-2007,0.0,15.0,5.0,1.0,1.0,2.0,17.0,7.0,8.0,0.0,0.0,0.0,0.0,3116.0,33.1%,0.0,60669.0,67876.0,25.0,60669.0,1000.0,,,,,,59963
Charged Off,7569.0,39598.11,15344.58,0.0,16684.53,32200.0, 60 months, 19.53%,D5,844.71,Apr-2016,70000.0,,,25.72,Verified,debt_consolidation,MORTGAGE,CT,064xx,17017.0,0.0,0.0,Jan-1996,0.0,14.0,0.0,0.0,4.0,10.0,6.0,11.0,21.0,0.0,20.0,0.0,0.0,51717.0,57.8%,0.0,238233.0,302241.0,29.0,69387.0,31700.0,,,,,,59975
Charged Off,0.0,12926.01,2508.02,0.0,10417.99,12000.0, 36 months, 12.99%,C2,404.27,Apr-2016,70000.0,4 years,Senior Associate Engineer,20.33,Not Verified,debt_consolidation,RENT,NY,117xx,1427.0,0.0,0.0,Dec-2004,0.0,18.0,0.0,2.0,6.0,8.0,5.0,13.0,17.0,0.0,66.7,0.0,0.0,11858.0,37%,0.0,25702.0,65499.0,23.0,25702.0,12600.0,,,,,,59983
Charged Off,0.0,8265.84,2150.83,0.0,6115.01,8700.0, 60 months,  9.75%,B3,183.79,Apr-2016,150000.0,6 years,Associate Director of Graduate Admission,11.49,Source Verified,debt_consolidation,MORTGAGE,NY,126xx,12809.0,0.0,0.0,Oct-2005,0.0,20.0,1.0,0.0,5.0,10.0,14.0,9.0,18.0,0.0,14.3,0.0,0.0,19120.0,41.3%,0.0,256171.0,312859.0,34.0,66189.0,44600.0,,,,,,59984
Charged Off,0.0,13001.28,2353.23,91.05,10557.0,18275.0, 36 months, 11.99%,C1,606.91,Apr-2016,45500.0,10+ years,Direct Care,10.37,Source Verified,medical,MORTGAGE,NY,146xx,15572.0,1.0,0.0,Oct-2004,0.0,7.0,0.0,0.0,2.0,3.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,1986.0,10.6%,0.0,109001.0,147924.0,11.0,9541.0,11800.0,,,,,,59887
Charged Off,292.87,4324.77,1053.76,0.0,2978.14,7500.0, 36 months, 12.99%,C2,252.67,Apr-2016,25000.0,< 1 year,Server,26.32,Source Verified,debt_consolidation,RENT,OH,432xx,2572.0,0.0,0.0,Jun-2007,1.0,9.0,0.0,0.0,4.0,6.0,2.0,7.0,8.0,0.0,60.0,0.0,0.0,8184.0,60.2%,0.0,20579.0,34062.0,10.0,20579.0,11800.0,,,,,,59790
Charged Off,556.02,7256.7,1768.15,27.9,4904.63,16800.0, 36 months, 11.99%,C1,557.93,Apr-2016,70000.0,,,9.87,Not Verified,home_improvement,MORTGAGE,GA,301xx,1708.0,0.0,0.0,Aug-2006,4.0,11.0,1.0,0.0,5.0,9.0,1.0,10.0,12.0,0.0,0.0,1.0,1.0,4773.0,11.4%,0.0,18786.0,56800.0,13.0,18786.0,33600.0,,,,,,59787
Charged Off,1694.47,9445.57,2744.98,0.0,5006.12,31200.0, 36 months, 15.31%,C5,1086.31,Apr-2016,86731.0,8 years,Project Manager,34.2,Verified,debt_consolidation,RENT,TX,760xx,5939.0,0.0,0.0,Aug-2005,0.0,13.0,1.0,0.0,9.0,13.0,10.0,11.0,15.0,0.0,100.0,0.0,0.0,45007.0,96%,0.0,77210.0,101423.0,25.0,77210.0,39900.0,,,,,,59775
Charged Off,0.0,1298.33,396.19,0.0,902.14,6400.0, 36 months, 12.99%,C2,215.62,Apr-2016,95000.0,6 years,Travel Service Manager,7.66,Source Verified,home_improvement,OWN,MI,481xx,300.0,0.0,0.0,Feb-1993,1.0,30.0,5.0,1.0,6.0,21.0,13.0,27.0,44.0,0.0,0.0,1.0,1.0,3720.0,5.4%,0.0,9007.0,77608.0,58.0,9007.0,44200.0,,,,,,59588
Charged Off,4499.95,10627.92,1937.53,0.0,4190.44,30000.0, 36 months, 13.67%,C3,1020.53,Apr-2016,73000.0,5 years,Housing Representative II,13.83,Verified,debt_consolidation,MORTGAGE,CA,956xx,3980.0,0.0,0.0,Oct-1996,0.0,6.0,1.0,0.0,2.0,10.0,11.0,5.0,18.0,0.0,50.0,1.0,1.0,9917.0,51.4%,0.0,23878.0,34300.0,30.0,23878.0,6200.0,,,,,,59589
Charged Off,414.84,1873.91,322.79,0.0,1136.28,2000.0, 36 months, 11.99%,C1,66.42,Apr-2016,87000.0,6 years,miner operator,11.09,Not Verified,home_improvement,OWN,IN,478xx,6852.0,0.0,0.0,Mar-2002,0.0,6.0,1.0,0.0,1.0,10.0,9.0,4.0,11.0,0.0,0.0,5.0,3.0,14.0,0.5%,1.0,34261.0,43669.0,20.0,34261.0,1200.0,,,,,,59590
Charged Off,245.97,1159.95,274.42,0.0,639.56,3000.0, 36 months, 13.67%,C3,102.06,Apr-2016,30000.0,10+ years,Family Service Specialist 1,14.12,Source Verified,credit_card,RENT,NH,033xx,7372.0,0.0,0.0,Oct-2001,0.0,7.0,1.0,1.0,1.0,2.0,18.0,5.0,5.0,0.0,0.0,1.0,0.0,3710.0,36%,0.0,51602.0,47573.0,23.0,51602.0,4100.0,,,,,,59591
Charged Off,978.76,14708.85,5124.34,0.0,8605.75,23800.0, 60 months, 11.99%,C1,529.3,Apr-2016,92000.0,10+ years,ASM,29.7,Verified,debt_consolidation,MORTGAGE,TX,773xx,28650.0,0.0,0.0,Nov-1994,2.0,10.0,0.0,0.0,6.0,10.0,5.0,7.0,12.0,0.0,100.0,0.0,0.0,72285.0,99%,0.0,286501.0,310067.0,22.0,82065.0,69850.0,,,,,,59606
Charged Off,1300.0,8301.0,1462.7,15.0,5523.3,8425.0, 36 months, 11.99%,C1,279.8,Apr-2016,30000.0,8 years,Cake decorator,19.52,Source Verified,debt_consolidation,RENT,MA,027xx,2355.0,0.0,0.0,Aug-2002,0.0,5.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,0.0,100.0,0.0,0.0,7364.0,47.2%,0.0,11775.0,21700.0,9.0,11775.0,5500.0,,,,,,59612
Charged Off,5455.12,38808.09,8591.27,60.93,24700.77,35000.0, 36 months, 15.31%,C5,1218.61,Apr-2016,79850.0,10+ years,Superintendent ,21.15,Verified,debt_consolidation,MORTGAGE,CA,921xx,1941.0,0.0,0.0,Jul-2001,1.0,22.0,1.0,0.0,11.0,14.0,4.0,20.0,25.0,0.0,0.0,1.0,1.0,18797.0,30.3%,0.0,42694.0,87477.0,30.0,42694.0,32200.0,,,,,,59619
Charged Off,285.32,489.14,70.61,0.0,133.21,3000.0, 36 months, 15.31%,C5,104.46,Apr-2016,40000.0,2 years,Founder,29.13,Not Verified,debt_consolidation,RENT,CA,921xx,3015.0,3.0,0.0,Jun-2009,0.0,18.0,0.0,0.0,3.0,6.0,11.0,10.0,19.0,0.0,25.0,0.0,0.0,15892.0,34.9%,0.0,54277.0,85291.0,30.0,54277.0,11000.0,,,,,,59620
Charged Off,817.39,4218.96,954.56,0.0,2447.01,8400.0, 36 months, 12.99%,C2,282.99,Apr-2016,40000.0,1 year,Senior Analyst,7.65,Verified,credit_card,RENT,DE,197xx,4686.0,0.0,0.0,Oct-2005,1.0,12.0,2.0,0.0,2.0,3.0,25.0,4.0,12.0,0.0,100.0,0.0,0.0,7619.0,71.2%,0.0,56227.0,55371.0,37.0,56227.0,6200.0,,,,,,59621
Charged Off,508.14,3474.39,799.25,0.0,2167.0,10000.0, 36 months, 13.67%,C3,340.18,Apr-2016,45000.0,2 years,Cordinator,14.08,Source Verified,debt_consolidation,RENT,FL,331xx,3164.0,0.0,0.0,Nov-2012,0.0,14.0,3.0,0.0,3.0,5.0,10.0,5.0,5.0,0.0,40.0,0.0,0.0,5824.0,49.4%,0.0,44292.0,53972.0,15.0,44292.0,11800.0,,,,,,59630
Charged Off,2786.32,7017.15,1205.8,0.0,3025.03,9600.0, 36 months, 13.67%,C3,326.57,Apr-2016,55000.0,10+ years,Clinical supervisor,31.88,Source Verified,debt_consolidation,MORTGAGE,PA,156xx,11167.0,0.0,0.0,Aug-1999,0.0,12.0,2.0,0.0,2.0,6.0,7.0,5.0,12.0,0.0,50.0,0.0,0.0,6281.0,43%,0.0,134006.0,150413.0,21.0,72750.0,8000.0,,,,,,59633
